,POA_CODE16,POA_NAME16,AREASQKM16,hail_size
1882,5083,5083,2.8234,0.0
1883,5084,5084,4.861,0.0
1884,5085,5085,8.501,0.0
1885,5086,5086,7.0281,3.2760000000000002
1886,5087,5087,5.0299,0.0
1887,5088,5088,1.893,0.0
1888,5089,5089,4.3298,0.0
1889,5090,5090,5.0538,2.7
1890,5091,5091,8.5918,0.0
1891,5092,5092,9.4493,1.7
1892,5093,5093,4.3878,0.0
1893,5094,5094,30.8255,0.0
1894,5095,5095,11.5079,0.0
1895,5096,5096,9.5243,0.0
1896,5097,5097,6.991,0.0
1897,5098,5098,6.1001,0.0
1898,5106,5106,6.6876,0.0
1899,5107,5107,7.921,0.0
1900,5108,5108,18.3572,2.0
1901,5109,5109,16.1962,0.0
1902,5110,5110,65.6776,0.0
1903,5111,5111,18.7439,3.0
1904,5112,5112,14.8614,0.0
1905,5113,5113,12.5056,0.0
1906,5114,5114,152.8466,0.0
1907,5115,5115,19.7061,2.7
1908,5116,5116,23.5589,0.0
1909,5117,5117,14.0542,0.0
1910,5118,5118,166.9375,2.6500000000000004
1911,5120,5120,86.1985,0.0
1912,5121,5121,32.9719,2.0
1913,5125,5125,23.6636,0.0
1914,5126,5126,5.8067,0.0
1915,5127,5127,4.4199,0.0
1916,5131,5131,21.3011,0.0
1917,5132,5132,19.7554,0.0
1918,5133,5133,14.1,0.0
1919,5134,5134,36.5354,0.0
1920,5136,5136,7.7715,0.0
1921,5137,5137,8.2627,0.0
1922,5138,5138,11.9523,0.0
1923,5139,5139,9.345,0.0
1924,5140,5140,3.7167,0.0
1925,5141,5141,13.1923,0.0
1926,5142,5142,3.4725,0.0
1927,5144,5144,10.2028,0.0
1928,5150,5150,1.9558,0.0
1929,5151,5151,4.0978,0.0
1930,5152,5152,32.833,0.0
1931,5153,5153,176.1433,2.0
1932,5154,5154,8.4056,0.0
1933,5155,5155,15.0757,0.0
1934,5156,5156,7.3237,0.0
1935,5157,5157,223.6686,0.0
1936,5158,5158,23.8312,2.0
1937,5159,5159,37.4231,2.0
1938,5160,5160,9.5848,3.0
1939,5161,5161,7.7053,0.0
1940,5162,5162,19.6861,2.0
1941,5163,5163,34.6199,0.0
1942,5164,5164,3.1934,0.0
1943,5165,5165,2.8639,0.0
1944,5166,5166,1.8617,0.0
1945,5167,5167,4.2534,0.0
1946,5168,5168,9.0287,0.0
1947,5169,5169,15.2726,0.0
1948,5170,5170,6.5506,0.0
1949,5171,5171,115.916,0.0
1950,5172,5172,170.8569,0.0
1951,5173,5173,29.1294,0.0
1952,5174,5174,52.345,0.0
1953,5201,5201,139.5273,7.0
1954,5202,5202,159.1826,0.0
1955,5203,5203,211.4116,0.0
1956,5204,5204,296.6796,2.0
1957,5210,5210,90.6108,0.0
1958,5211,5211,459.0188,0.0
1959,5212,5212,21.2672,2.4
1960,5213,5213,35.4559,0.0
1961,5214,5214,272.0239,3.0
1962,5220,5220,2.8044,0.0
1963,5221,5221,38.5042,0.0
1964,5222,5222,385.6595,0.0
1965,5223,5223,3973.7629,5.0
1966,5231,5231,99.4012,0.0
1967,5232,5232,42.9974,0.0
1968,5233,5233,77.5345,2.5
1969,5234,5234,43.6525,0.0
1970,5235,5235,383.4232,4.0
1971,5236,5236,129.8575,3.0
1972,5237,5237,198.108,0.0
1973,5238,5238,1487.1244,0.0
1974,5240,5240,22.0768,0.0
1975,5241,5241,26.1921,4.0
1976,5242,5242,31.6068,0.0
1977,5243,5243,26.981,0.0
1978,5244,5244,223.481,0.0
1979,5245,5245,31.6551,0.0
1980,5250,5250,15.1988,0.0
1981,5251,5251,102.369,3.0
1982,5252,5252,115.3918,2.0
1983,5253,5253,874.8933,3.4000000000000004
1984,5254,5254,666.2306,2.0
1985,5255,5255,818.4928,3.25
1986,5256,5256,180.1769,2.5
1987,5259,5259,1808.2586,0.0
1988,5260,5260,285.3978,0.0
1989,5261,5261,1136.2253,0.0
1990,5262,5262,486.0558,2.0
1991,5263,5263,110.6966,4.0
1992,5264,5264,1613.5263,0.0
1993,5265,5265,1080.5249,3.0
1994,5266,5266,2013.9485,0.0
1995,5267,5267,3257.9967,2.0
1996,5268,5268,1753.5089,4.233333333333333
1997,5269,5269,286.9141,2.0
1998,5270,5270,531.5749,0.0
1999,5271,5271,2810.9238,3.5000000000000004
2000,5272,5272,1923.2811,5.0
2001,5273,5273,316.5938,0.0
2002,5275,5275,3123.7221,4.0
2003,5276,5276,543.9247,0.0
2004,5277,5277,1201.6921,0.0
2005,5278,5278,255.9375,2.85
2006,5279,5279,523.2743,4.0
2007,5280,5280,1958.323,5.0
2008,5290,5290,26.7965,2.55
2009,5291,5291,1741.3724,2.5
2010,5301,5301,1980.3562,3.0
2011,5302,5302,4004.2821,0.0
2012,5303,5303,739.8952,0.0
2013,5304,5304,1682.473,2.75
2014,5306,5306,314.7244,0.0
2015,5307,5307,1073.8818,4.0
2016,5308,5308,1286.2451,2.0
2017,5309,5309,1288.1845,0.0
2018,5310,5310,443.0505,0.0
2019,5311,5311,3234.6573,2.5666666666666664
2020,5320,5320,1820.4802,4.0
2021,5321,5321,176.2185,0.0
2022,5322,5322,91.681,0.0
2023,5330,5330,1842.3889,2.5
2024,5331,5331,83.815,0.0
2025,5332,5332,292.1294,0.0
2026,5333,5333,720.6351,4.7
2027,5340,5340,679.1132,3.6
2028,5341,5341,2497.386,3.0
2029,5342,5342,213.2351,0.0
2030,5343,5343,202.1922,4.0
2031,5344,5344,31.468,0.0
2032,5345,5345,205.3057,2.0
2033,5346,5346,15.3753,0.0
2034,5350,5350,32.1523,0.0
2035,5351,5351,284.0785,4.3
2036,5352,5352,108.5768,2.0
2037,5353,5353,1027.7626,2.5
2038,5354,5354,891.7726,4.0
2039,5355,5355,158.1546,3.75
2040,5356,5356,666.0608,3.5
2041,5357,5357,1117.9594,2.3000000000000003
2042,5360,5360,34.4409,0.0
2043,5371,5371,112.6509,0.0
2044,5372,5372,88.8785,2.5
2045,5373,5373,453.1664,3.0
2046,5374,5374,1373.3476,4.3
2047,5381,5381,652.6147,0.0
2048,5400,5400,171.4653,0.0
2049,5401,5401,269.0932,0.0
2050,5410,5410,88.1949,0.0
2051,5411,5411,102.5527,0.0
2052,5412,5412,218.3209,0.0
2053,5413,5413,502.8396,5.5
2054,5414,5414,93.3548,4.0
2055,5415,5415,130.8943,5.0
2056,5416,5416,167.9489,4.0
2057,5417,5417,17230.4585,2.8
2058,5418,5418,546.1272,0.0
2059,5419,5419,1432.8203,4.0
2060,5420,5420,279.6993,0.0
2061,5421,5421,318.5731,2.9
2062,5422,5422,3115.844,3.6333333333333333
2063,5431,5431,4000.9125,0.0
2064,5432,5432,8075.8495,3.966666666666667
2065,5433,5433,1523.8032,5.075
2066,5434,5434,9367.7992,3.0
2067,5440,5440,48669.2492,3.4
2068,5451,5451,141.8682,3.4000000000000004
2069,5452,5452,70.8572,0.0
2070,5453,5453,544.4628,2.75
2071,5454,5454,545.5774,3.5
2072,5455,5455,92.2952,0.0
2073,5460,5460,313.4523,0.0
2074,5461,5461,871.5763,4.0
2075,5462,5462,159.1215,0.0
2076,5464,5464,812.8317,4.0
2077,5470,5470,180.8056,0.0
2078,5471,5471,127.8191,0.0
2079,5472,5472,172.3594,0.0
2080,5473,5473,204.7636,10.0
2081,5480,5480,256.6451,4.4
2082,5481,5481,352.449,4.0
2083,5482,5482,440.7632,3.0
2084,5483,5483,328.6549,0.0
2085,5485,5485,601.7359,0.0
2086,5490,5490,262.8676,0.0
2087,5491,5491,777.598,3.5
2088,5493,5493,18.8997,0.0
2089,5495,5495,548.9596,0.0
2090,5501,5501,655.7071,4.266666666666667
2091,5502,5502,356.5446,2.0
2092,5510,5510,128.0996,0.0
2093,5520,5520,516.7301,4.0
2094,5521,5521,157.8364,3.0
2095,5522,5522,378.4738,0.0
2096,5523,5523,966.8183,4.5
2097,5540,5540,746.8247,3.0
2098,5550,5550,594.0299,7.5
2099,5552,5552,585.505,0.0
2100,5554,5554,431.7849,0.0
2101,5555,5555,605.9659,2.466666666666667
2102,5556,5556,146.5314,4.333333333333333
2103,5558,5558,429.9849,0.0
2104,5560,5560,363.8128,0.0
2105,5570,5570,199.1415,2.0
2106,5571,5571,523.3677,3.0
2107,5572,5572,145.011,0.0
2108,5573,5573,1116.7128,2.0
2109,5575,5575,1367.3235,0.0
2110,5576,5576,474.9031,4.0
2111,5577,5577,958.4969,0.0
2112,5580,5580,303.4677,0.0
2113,5581,5581,78.0889,0.0
2114,5582,5582,60.7914,0.0
2115,5583,5583,73.8878,0.0
2116,5600,5600,4440.9454,0.0
2117,5601,5601,1101.2389,4.3
2118,5602,5602,3268.8786,2.45
2119,5603,5603,1596.9115,3.0
2120,5604,5604,268.3535,0.0
2121,5605,5605,593.6214,4.0
2122,5606,5606,88.5758,0.0
2123,5607,5607,6379.9225,4.0
2124,5608,5608,14.1814,0.0
2125,5609,5609,3.0669,0.0
2126,5630,5630,261.0052,0.0
2127,5631,5631,683.4725,2.0
2128,5632,5632,839.6315,0.0
2129,5633,5633,1180.1994,2.0
2130,5640,5640,1185.2382,3.0
2131,5641,5641,5586.1415,4.3
2132,5642,5642,1840.0653,0.0
2133,5650,5650,1115.3651,2.9
2134,5651,5651,393.2341,0.0
2135,5652,5652,844.3886,0.0
2136,5653,5653,482.186,0.0
2137,5654,5654,2855.7105,0.0
2138,5655,5655,2572.3108,0.0
2139,5660,5660,465.7152,0.0
2140,5661,5661,1186.1577,0.0
2141,5670,5670,3448.4145,0.0
2142,5671,5671,1024.5239,0.0
2143,5680,5680,6743.6481,4.0
2144,5690,5690,191157.7691,3.4
2145,5700,5700,467.8028,2.0
2146,5701,5701,145.4637,2.0
2147,5710,5710,68.0934,4.0
2148,5713,5713,13811.9774,0.0
2149,5715,5715,7906.7542,0.0
2150,5717,5717,27097.7526,3.0
2151,5719,5719,36474.6506,3.0
2152,5720,5720,23480.1823,0.0
2153,5722,5722,23.8165,0.0
2154,5723,5723,78520.4522,4.0
2155,5724,5724,57785.322,3.9000000000000004
2156,5725,5725,288.3608,2.0
2157,5730,5730,5245.9302,0.0
2158,5731,5731,70900.5723,3.8
2159,5732,5732,10976.0128,0.0
2160,5733,5733,68876.0855,2.2
2161,5734,5734,65518.1629,0.0
2162,5950,5950,7.2952,0.0
2163,5960,5960,8.8253,0.0
2164,6000,6000,4.5634,0.0
2165,6003,6003,0.8386,0.0
2166,6004,6004,3.2048,0.0
2167,6005,6005,6.3714,0.0
2168,6006,6006,3.0669,0.0
2169,6007,6007,2.9761,0.0
2170,6008,6008,7.1124,0.0
2171,6009,6009,9.7499,0.0
2172,6010,6010,15.4326,3.45
2173,6011,6011,4.8188,0.0
2174,6012,6012,4.3472,0.0
2175,6014,6014,9.5601,5.5
2176,6015,6015,9.8264,2.0
2177,6016,6016,3.1658,5.5
2178,6017,6017,8.011,0.0
2179,6018,6018,18.8816,4.0
2180,6019,6019,9.3522,0.0
2181,6020,6020,12.8371,0.0
2182,6021,6021,11.9028,0.0
2183,6022,6022,3.3065,0.0
2184,6023,6023,7.4473,0.0
2185,6024,6024,8.5644,0.0
2186,6025,6025,19.6832,0.0
2187,6026,6026,15.4191,0.0
2188,6027,6027,32.6881,0.0
2189,6028,6028,11.7935,0.0
2190,6029,6029,2.3777,0.0
2191,6030,6030,24.0067,0.0
2192,6031,6031,41.7401,5.0
2193,6032,6032,40.0377,0.0
2194,6033,6033,19.0897,0.0
2195,6034,6034,15.4898,0.0
2196,6035,6035,218.5206,0.0
2197,6036,6036,9.0069,0.0
2198,6037,6037,51.6257,0.0
2199,6038,6038,17.1744,0.0
2200,6041,6041,268.0224,6.0
2201,6042,6042,12.8435,0.0
2202,6043,6043,221.2678,0.0
2203,6044,6044,654.143,0.0
2204,6050,6050,6.3582,0.0
2205,6051,6051,5.0046,0.0
2206,6052,6052,5.1575,0.0
2207,6053,6053,9.8453,0.0
2208,6054,6054,13.2011,0.0
2209,6055,6055,58.81,1.5
2210,6056,6056,102.5402,0.0
2211,6057,6057,18.718,0.0
2212,6058,6058,17.0785,4.4
2213,6059,6059,10.7402,0.0
2214,6060,6060,8.4539,0.0
2215,6061,6061,16.2742,0.0
2216,6062,6062,17.1502,0.0
2217,6063,6063,9.1646,0.0
2218,6064,6064,15.5884,0.0
2219,6065,6065,49.6904,1.0
2220,6066,6066,8.8563,1.7
2221,6067,6067,15.6755,0.0
2222,6068,6068,27.8788,0.0
2223,6069,6069,74.1533,0.0
2224,6070,6070,12.0621,0.0
2225,6071,6071,44.5963,0.0
2226,6072,6072,5.8633,0.0
2227,6073,6073,31.6307,0.0
2228,6074,6074,169.4161,0.0
2229,6076,6076,245.335,3.0
2230,6077,6077,33.4443,0.0
2231,6078,6078,146.3766,0.0
2232,6079,6079,100.3394,0.0
2233,6081,6081,37.4572,0.0
2234,6082,6082,76.1251,0.0
2235,6083,6083,507.9764,0.0
2236,6084,6084,635.2296,1.9
2237,6090,6090,6.5793,0.0
2238,6100,6100,7.5755,0.0
2239,6101,6101,6.2709,2.5
2240,6102,6102,7.1731,0.0
2241,6103,6103,3.3406,0.0
2242,6104,6104,10.7948,0.0
2243,6105,6105,32.8388,0.0
2244,6106,6106,8.314,0.0
2245,6107,6107,37.5338,0.0
2246,6108,6108,11.591,0.0
2247,6109,6109,24.7842,0.0
2248,6110,6110,62.0301,0.5
2249,6111,6111,457.6831,3.8
2250,6112,6112,135.3591,0.0
2251,6121,6121,88.0009,0.0
2252,6122,6122,123.3247,0.0
2253,6123,6123,35.8428,0.0
2254,6124,6124,256.3869,0.0
2255,6125,6125,220.6073,0.0
2256,6126,6126,180.6011,0.0
2257,6147,6147,8.685,3.0
2258,6148,6148,9.6115,0.0
2259,6149,6149,11.6173,0.0
2260,6150,6150,9.6981,0.0
2261,6151,6151,7.7565,0.0
2262,6152,6152,12.5505,0.0
2263,6153,6153,9.126,0.0
2264,6154,6154,5.533,0.0
2265,6155,6155,34.0901,0.0
2266,6156,6156,7.5866,0.0
2267,6157,6157,6.2652,0.0
2268,6158,6158,3.1384,0.0
2269,6159,6159,3.3362,0.0
2270,6160,6160,5.5311,0.0
2271,6161,6161,19.1817,0.0
2272,6162,6162,5.4319,0.0
2273,6163,6163,42.7309,0.0
2274,6164,6164,78.462,5.2
2275,6165,6165,18.2523,0.0
2276,6166,6166,35.3557,0.0
2277,6167,6167,76.6401,0.0
2278,6168,6168,49.0225,0.0
2279,6169,6169,31.3418,0.0
2280,6170,6170,25.1197,0.0
2281,6171,6171,87.3148,0.0
2282,6172,6172,21.2107,0.0
2283,6173,6173,6.5448,0.0
2284,6174,6174,4.4148,0.0
2285,6175,6175,3.6112,0.0
2286,6176,6176,32.2106,0.0
2287,6180,6180,13.5708,0.0
2288,6181,6181,9.052,0.0
2289,6182,6182,22.0186,0.0
2290,6207,6207,540.2147,0.0
2291,6208,6208,485.6095,0.0
2292,6209,6209,22.554,0.0
2293,6210,6210,63.4011,0.0
2294,6211,6211,98.0635,0.0
2295,6213,6213,498.195,0.0
2296,6214,6214,144.2855,0.0
2297,6215,6215,832.0899,0.0
2298,6218,6218,91.9458,0.0
2299,6220,6220,861.5389,0.0
2300,6221,6221,317.5631,0.0
2301,6223,6223,70.7741,0.0
2302,6224,6224,120.5191,0.0
2303,6225,6225,2920.9359,1.85
2304,6226,6226,95.065,0.0
2305,6227,6227,40.4442,0.0
2306,6228,6228,31.6676,0.0
2307,6229,6229,18.6645,0.0
2308,6230,6230,100.5368,2.1
2309,6232,6232,8.2782,0.0
2310,6233,6233,170.818,0.0
2311,6236,6236,432.335,4.4
2312,6237,6237,289.5948,2.9
2313,6239,6239,553.2523,0.0
2314,6240,6240,44.7333,0.0
2315,6243,6243,243.294,0.0
2316,6244,6244,2363.767,2.575
2317,6251,6251,174.28,2.0
2318,6252,6252,87.8886,0.0
2319,6253,6253,264.8321,0.0
2320,6254,6254,71.8219,0.0
2321,6255,6255,731.2648,0.0
2322,6256,6256,818.7282,0.0
2323,6258,6258,2766.2331,0.0
2324,6260,6260,1590.9793,0.6
2325,6262,6262,1708.5685,0.0
2326,6271,6271,208.8099,0.0
2327,6275,6275,2607.692,0.0
2328,6280,6280,871.7292,5.0
2329,6281,6281,120.6492,0.0
2330,6282,6282,94.6185,1.0
2331,6284,6284,596.2035,0.0
2332,6285,6285,843.1063,0.0
2333,6286,6286,311.6193,3.45
2334,6288,6288,388.093,0.0
2335,6290,6290,154.0756,0.0
2336,6302,6302,2757.3969,0.0
2337,6304,6304,1744.7142,0.0
2338,6306,6306,2015.1931,0.0
2339,6308,6308,2424.0898,9.0
2340,6309,6309,444.0201,0.0
2341,6311,6311,751.3169,0.0
2342,6312,6312,1299.4421,3.0
2343,6313,6313,542.3908,0.0
2344,6315,6315,2699.8651,0.0
2345,6316,6316,956.3503,0.0
2346,6317,6317,1822.974,4.4
2347,6318,6318,1172.9449,0.0
2348,6320,6320,1436.7136,0.0
2349,6321,6321,1207.8298,0.0
2350,6322,6322,414.6848,0.0
2351,6323,6323,388.3289,2.0
2352,6324,6324,2717.4273,3.28
2353,6326,6326,543.5276,0.0
2354,6327,6327,270.28,0.0
2355,6328,6328,2461.7753,4.0
2356,6330,6330,1428.1992,3.15
2357,6333,6333,1859.8488,0.0
2358,6335,6335,1018.5857,0.0
2359,6336,6336,2355.7587,4.4
2360,6337,6337,3403.7417,0.0
2361,6338,6338,3734.6508,1.0
2362,6341,6341,1963.9221,0.0
2363,6343,6343,3660.6597,0.0
2364,6346,6346,7273.0478,0.0
2365,6348,6348,538.349,0.0
2366,6350,6350,485.7632,4.4
2367,6351,6351,394.237,0.0
2368,6352,6352,769.5016,0.0
2369,6353,6353,3390.9954,2.9
2370,6355,6355,6019.582,0.0
2371,6356,6356,3563.1938,11.3
2372,6357,6357,877.6261,0.0
2373,6358,6358,1051.1574,0.0
2374,6359,6359,5611.9857,2.6333333333333333
2375,6361,6361,448.7822,0.0
2376,6363,6363,805.2948,0.0
2377,6365,6365,1848.4221,0.0
2378,6367,6367,1186.2881,0.0
2379,6368,6368,920.8954,0.0
2380,6369,6369,2171.4935,5.15
2381,6370,6370,834.9454,0.0
2382,6372,6372,384.8013,0.0
2383,6373,6373,559.0948,4.0
2384,6375,6375,1708.1362,0.0
2385,6383,6383,1797.2486,0.0
2386,6384,6384,219.6783,0.0
2387,6385,6385,342.9449,0.0
2388,6386,6386,534.7377,0.0
2389,6390,6390,2687.8869,0.0
2390,6391,6391,2290.0975,0.0
2391,6392,6392,1047.5695,0.0
2392,6393,6393,329.2705,0.0
2393,6394,6394,1568.5913,0.0
2394,6395,6395,1816.9031,2.0
2395,6396,6396,1391.3439,0.0
2396,6397,6397,882.6376,0.0
2397,6398,6398,1646.3684,0.0
2398,6401,6401,1286.1945,2.25
2399,6403,6403,60.0857,3.0
2400,6405,6405,750.1065,2.5
2401,6407,6407,1112.3393,0.0
2402,6409,6409,1101.692,2.4
2403,6410,6410,982.8496,0.0
2404,6411,6411,487.8053,0.0
2405,6412,6412,444.7781,0.0
2406,6413,6413,238.0088,0.0
2407,6414,6414,184.6471,0.0
2408,6415,6415,1687.8161,3.75
2409,6418,6418,1107.8771,0.0
2410,6419,6419,358.3108,0.0
2411,6420,6420,978.6081,0.0
2412,6421,6421,1246.3928,0.0
2413,6422,6422,528.0006,2.9
2414,6423,6423,1234.0873,0.0
2415,6424,6424,1623.2244,5.0
2416,6425,6425,1030.6138,4.0
2417,6426,6426,19004.6681,3.8600000000000003
2418,6427,6427,527.564,0.0
2419,6428,6428,380.8239,0.0
2420,6429,6429,23101.1675,2.0
2421,6430,6430,1218.1394,4.4
2422,6431,6431,106120.1588,2.1
2423,6432,6432,17.0965,1.5
2424,6434,6434,80288.4662,3.3
2425,6436,6436,34758.7851,0.0
2426,6437,6437,11582.6005,2.1
2427,6438,6438,20332.4557,3.5
2428,6440,6440,179984.601,3.85
2429,6442,6442,225.8115,4.4
2430,6443,6443,99855.7489,3.95
2431,6445,6445,9695.4814,3.1999999999999997
2432,6446,6446,1481.5702,0.0
2433,6447,6447,3582.9216,2.0
2434,6448,6448,734.2044,0.0
2435,6450,6450,13847.5248,6.15
2436,6452,6452,18504.6799,0.0
2437,6460,6460,941.4056,0.0
2438,6461,6461,648.8583,2.5
2439,6462,6462,797.0484,2.0
2440,6463,6463,174.9271,0.0
2441,6465,6465,417.1784,0.0
2442,6466,6466,449.0598,0.0
2443,6467,6467,342.5448,0.0
2444,6468,6468,3111.7785,4.075
2445,6470,6470,577.5903,0.0
2446,6472,6472,7400.6898,0.0
2447,6473,6473,1180.0273,3.7
2448,6475,6475,2254.7228,2.0
2449,6476,6476,806.4864,0.0
2450,6477,6477,1248.1256,0.0
2451,6479,6479,3965.8848,3.357142857142857
2452,6480,6480,242.0522,2.0
2453,6484,6484,8242.6947,0.0
2454,6485,6485,1419.5614,2.95
2455,6487,6487,463.0481,0.0
2456,6488,6488,615.3741,4.0
2457,6489,6489,572.7821,0.0
2458,6490,6490,1166.0245,0.0
2459,6501,6501,215.9524,0.0
2460,6502,6502,464.7474,0.0
2461,6503,6503,2267.3791,1.0
2462,6504,6504,106.523,0.0
2463,6505,6505,281.5417,0.0
2464,6506,6506,250.2769,4.0
2465,6507,6507,3002.0165,2.966666666666667
2466,6509,6509,691.506,0.0
2467,6510,6510,1463.4002,3.95
2468,6511,6511,9.8572,0.0
2469,6512,6512,566.0068,0.0
2470,6513,6513,1174.9253,1.6666666666666667
2471,6514,6514,223.225,0.0
2472,6515,6515,2565.5482,2.9
2473,6516,6516,525.8873,0.0
2474,6517,6517,1464.2113,2.65
2475,6518,6518,2405.9306,2.0
2476,6519,6519,2656.6928,2.6
2477,6521,6521,2958.5138,1.75
2478,6522,6522,1934.8857,2.0
2479,6525,6525,2369.3298,4.0
2480,6528,6528,220.9371,0.0
2481,6530,6530,127.279,0.0
2482,6532,6532,23482.9376,2.725
2483,6535,6535,2596.627,3.0
2484,6536,6536,3651.8525,4.0
2485,6537,6537,4454.1646,0.0
2486,6556,6556,197.3844,0.0
2487,6558,6558,47.3168,0.0
2488,6560,6560,55.1694,0.0
2489,6562,6562,348.3702,0.0
2490,6564,6564,48.3235,0.0
2491,6566,6566,911.089,3.0
2492,6567,6567,523.4298,0.0
2493,6568,6568,590.8465,0.0
2494,6569,6569,462.5505,0.0
2495,6571,6571,161.4917,0.0
2496,6572,6572,173.4525,2.0
2497,6574,6574,484.8706,0.0
2498,6575,6575,696.6588,2.0
2499,6603,6603,1725.7811,1.5
2500,6605,6605,510.1765,0.0
2501,6606,6606,781.2716,4.2
2502,6608,6608,749.9267,0.0
2503,6609,6609,1134.1823,6.900000000000001
2504,6612,6612,12610.7729,2.85
2505,6613,6613,572.1224,0.0
2506,6614,6614,571.4311,0.0
2507,6616,6616,662.4327,0.0
2508,6620,6620,6297.7335,0.0
2509,6623,6623,2853.6477,2.9
2510,6625,6625,610.5013,0.0
2511,6627,6627,816.2016,0.0
2512,6628,6628,632.5737,2.4
2513,6630,6630,30404.5645,0.0
2514,6631,6631,2175.8133,0.0
2515,6632,6632,1051.2995,0.0
2516,6635,6635,28587.3729,1.0
2517,6638,6638,13858.1182,4.875
2518,6639,6639,32605.2911,0.0
2519,6640,6640,20882.7935,0.0
2520,6642,6642,100188.5477,4.5
2521,6646,6646,181297.3382,0.0
2522,6701,6701,55074.8374,0.0
2523,6705,6705,57809.8737,1.75
2524,6707,6707,5978.8288,1.7
2525,6710,6710,21748.4079,4.0
2526,6711,6711,7.2335,0.0
2527,6712,6712,263.6601,0.0
2528,6713,6713,195.772,0.0
2529,6714,6714,14762.6158,2.0
2530,6716,6716,19482.551,0.0
2531,6718,6718,192.1505,0.0
2532,6720,6720,67.2387,0.0
2533,6721,6721,7890.6644,0.0
2534,6722,6722,4872.0708,0.0
2535,6725,6725,55384.6681,3.25
2536,6726,6726,9.3448,0.0
2537,6728,6728,101726.0551,0.0
2538,6731,6731,5.8671,0.0
2539,6733,6733,25.9226,0.0
2540,6740,6740,58423.1397,0.0
2541,6743,6743,59304.0731,2.25
2542,6751,6751,59183.6119,2.0
2543,6753,6753,28095.4685,0.0
2544,6754,6754,153.1272,0.0
2545,6758,6758,21883.0496,0.0
2546,6760,6760,35025.6567,3.5
2547,6762,6762,178407.81,0.0
2548,6765,6765,9040.606,0.0
2549,6770,6770,135340.1139,0.0
2550,6798,6798,136.1356,0.0
2551,6799,6799,13.7163,0.0
2552,7000,7000,10.8544,2.3333333333333335
2553,7001,7001,2.9842,0.0
2554,7004,7004,9.9204,2.5
2555,7005,7005,8.3746,0.0
2556,7007,7007,6.4677,0.0
2557,7008,7008,12.1908,0.0
2558,7009,7009,8.4598,0.0
2559,7010,7010,17.2278,0.0
2560,7011,7011,27.2078,0.0
2561,7012,7012,33.4333,0.0
2562,7015,7015,15.217,0.0
2563,7016,7016,13.2052,0.0
2564,7017,7017,133.432,0.0
2565,7018,7018,22.3442,0.0
2566,7019,7019,15.4231,0.0
2567,7020,7020,56.4144,2.1
2568,7021,7021,4.8376,0.0
2569,7022,7022,10.9778,0.0
2570,7023,7023,4.6423,0.0
2571,7024,7024,2.2327,0.0
2572,7025,7025,93.9067,0.0
2573,7026,7026,209.6857,0.0
2574,7027,7027,152.1166,0.0
2575,7030,7030,3314.4543,3.15
2576,7050,7050,38.6985,0.0
2577,7052,7052,6.2052,0.0
2578,7053,7053,8.0166,0.0
2579,7054,7054,308.0418,2.3000000000000003
2580,7055,7055,3.254,0.0
2581,7109,7109,1133.6961,0.0
2582,7112,7112,179.2618,0.0
2583,7113,7113,44.2352,0.0
2584,7116,7116,291.6012,2.0
2585,7117,7117,48.2803,2.0
2586,7119,7119,45.0101,0.0
2587,7120,7120,1513.0352,2.0
2588,7139,7139,72.0034,0.0
2589,7140,7140,18161.1844,2.4
2590,7150,7150,503.6592,4.0
2591,7155,7155,14.9581,0.0
2592,7162,7162,24.3229,0.0
2593,7163,7163,21.3361,0.0
2594,7170,7170,93.1647,0.0
2595,7171,7171,31.5554,0.0
2596,7172,7172,241.9126,0.0
2597,7173,7173,114.874,0.0
2598,7174,7174,42.5297,0.0
2599,7175,7175,62.3831,0.0
2600,7176,7176,62.1658,0.0
2601,7177,7177,90.3882,0.0
2602,7178,7178,96.6914,0.0
2603,7179,7179,51.4124,0.0
2604,7180,7180,18.7249,0.0
2605,7182,7182,175.4638,4.0
2606,7183,7183,12.5638,0.0
2607,7184,7184,123.9962,0.0
2608,7185,7185,18.1584,0.0
2609,7186,7186,82.794,0.0
2610,7187,7187,26.6414,0.0
2611,7190,7190,1792.4315,2.25
2612,7209,7209,1072.6269,0.0
2613,7210,7210,1144.2132,0.0
2614,7211,7211,413.3688,0.0
2615,7212,7212,1082.652,0.0
2616,7213,7213,1061.0291,0.0
2617,7214,7214,1376.0028,0.0
2618,7215,7215,1041.001,6.7
2619,7216,7216,791.9212,3.5
2620,7248,7248,38.6759,0.0
2621,7249,7249,12.5947,0.0
2622,7250,7250,174.2005,3.5
2623,7252,7252,495.9901,0.0
2624,7253,7253,153.8115,0.0
2625,7254,7254,278.9994,0.0
2626,7255,7255,1416.2192,0.0
2627,7256,7256,1095.7407,3.5
2628,7257,7257,580.4052,0.0
2629,7258,7258,97.9701,0.0
2630,7259,7259,483.9124,2.0
2631,7260,7260,760.429,2.1333333333333333
2632,7261,7261,81.7534,0.0
2633,7262,7262,717.5295,3.5
2634,7263,7263,352.3637,0.0
2635,7264,7264,1505.9856,0.0
2636,7265,7265,195.0655,0.0
2637,7267,7267,113.8586,0.0
2638,7268,7268,162.4062,0.0
2639,7270,7270,265.162,0.0
2640,7275,7275,340.3101,0.0
2641,7276,7276,5.9926,0.0
2642,7277,7277,98.6653,0.0
2643,7290,7290,10.6892,0.0
